family_id	chr	array_size	genes	spacers
3373	1	2	"Os01t0700900-01,Os01t0701300-00"	1
3383	1	2	"Os01t0257400-01,Os01t0258700-01"	5
3385	7	2	"Os07t0554200-00,Os07t0554500-00"	2
3387	11	2	"Os11t0207000-01,Os11t0207100-01"	1
3390	3	2	"Os03t0814200-00,Os03t0814550-00"	1
3395	4	2	"Os04t0197100-00,Os04t0199600-00"	5
3398	1	2	"Os01t0937000-01,Os01t0937050-01"	2
3406	10	2	"Os10t0393800-01,Os10t0394000-01"	1
3422	9	2	"Os09t0349700-01,Os09t0351800-00"	3
3436	1	2	"Os01t0574400-01,Os01t0574500-01"	2
3438	7	2	"Os07t0665250-00,Os07t0665750-00"	2
3451	1	2	"Os01t0777450-01,Os01t0777650-01"	2
3454	2	2	"Os02t0457175-00,Os02t0457325-00"	2
3458	1	2	"Os01t0562400-01,Os01t0563000-04"	4
3461	12	2	"Os12t0125850-00,Os12t0126050-00"	1
3468	10	2	"Os10t0435300-00,Os10t0436100-00"	2
3488	6	2	"Os06t0138900-01,Os06t0139150-01"	1
3494	8	2	"Os08t0324300-01,Os08t0325134-00"	1
3532	4	2	"Os04t0182900-00,Os04t0183300-01"	2
3558	6	2	"Os06t0725500-00,Os06t0725700-00"	1
3560	7	2	"Os07t0576300-00,Os07t0576550-00"	1
3561	9	2	"Os09t0532500-01,Os09t0532800-01"	1
3565	3	2	"Os03t0779000-01,Os03t0779800-00"	2
3568	6	2	"Os06t0121400-00,Os06t0121700-00"	3
3575	11	2	"Os11t0207800-00,Os11t0208000-01"	1
3576	12	2	"Os12t0608500-01,Os12t0608900-00"	4
3590	8	2	"Os08t0156000-01,Os08t0156100-01"	1
3594	11	2	"Os11t0663900-00,Os11t0664100-00"	2
3596	7	2	"Os07t0586100-01,Os07t0586200-01"	1
3600	11	2	"Os11t0539800-01,Os11t0540100-01"	2
3606	1	2	"Os01t0914100-00,Os01t0914300-01"	1
3607	6	2	"Os06t0239300-00,Os06t0239500-01"	1
3609	12	2	"Os12t0458100-01,Os12t0459100-00"	1
3612	3	2	"Os03t0231700-02,Os03t0231800-02"	2
3615	5	2	"Os05t0251700-00,Os05t0252050-00"	2
3630	1	2	"Os01t0793800-01,Os01t0794100-01"	1
3633	5	2	"Os05t0445800-00,Os05t0446500-02"	4
3649	4	2	"Os04t0308600-00,Os04t0309900-00"	5
3652	6	2	"Os06t0145200-01,Os06t0145600-01"	2
3682	7	2	"Os07t0136300-01,Os07t0136500-01"	1
3683	8	2	"Os08t0468200-01,Os08t0468801-01"	4
3704	2	2	"Os02t0825700-01,Os02t0826050-00"	4
3711	7	2	"Os07t0646300-02,Os07t0646600-01"	3
3719	11	2	"Os11t0208700-00,Os11t0208800-01"	1
3721	6	2	"Os06t0725100-01,Os06t0725200-01"	1
3724	5	2	"Os05t0533301-00,Os05t0533450-00"	1
3726	10	2	"Os10t0559300-01,Os10t0559450-01"	2
3745	3	2	"Os03t0365000-00,Os03t0365800-01"	3
3751	9	2	"Os09t0242800-01,Os09t0243200-01"	1
3755	6	2	"Os06t0150600-01,Os06t0151100-00"	1
3758	10	2	"Os10t0567100-01,Os10t0567400-01"	4
3782	6	2	"Os06t0121500-01,Os06t0121800-00"	3
3785	5	2	"Os05t0160600-01,Os05t0161400-01"	2
3787	2	2	"Os02t0253502-00,Os02t0254100-00"	3
3791	8	2	"Os08t0485600-02,Os08t0485700-01"	2
3792	9	2	"Os09t0260000-01,Os09t0261100-01"	3
3812	5	2	"Os05t0256500-00,Os05t0258400-00"	3
3820	1	2	"Os01t0717400-01,Os01t0717700-01"	3
3835	8	2	"Os08t0192100-00,Os08t0192300-00"	1
3837	1	2	"Os01t0781600-01,Os01t0781833-01"	3
3851	2	2	"Os02t0140200-01,Os02t0140400-01"	1
3858	4	2	"Os04t0128001-00,Os04t0128400-00"	1
3860	1	2	"Os01t0358700-01,Os01t0359400-03"	2
3863	7	2	"Os07t0197300-00,Os07t0197500-00"	1
3867	1	2	"Os01t0301000-01,Os01t0301500-01"	2
3869	2	2	"Os02t0616800-01,Os02t0617075-00"	1
3871	10	2	"Os10t0569400-01,Os10t0569600-00"	1
3873	10	2	"Os10t0339290-01,Os10t0339600-01"	2
3882	12	2	"Os12t0197500-01,Os12t0197700-01"	3
3889	3	2	"Os03t0350100-02,Os03t0350300-01"	1
3890	10	2	"Os10t0142600-00,Os10t0143866-00"	5
3902	3	2	"Os03t0610650-01,Os03t0610800-01"	1
3926	4	2	"Os04t0454600-00,Os04t0455401-02"	3
3946	1	2	"Os01t0115950-00,Os01t0116101-00"	3
3948	7	2	"Os07t0156732-01,Os07t0157401-01"	2
3957	3	2	"Os03t0405500-01,Os03t0405900-01"	2
3961	12	2	"Os12t0608633-00,Os12t0609025-00"	3
3983	12	2	"Os12t0199500-00,Os12t0202700-00"	1
3985	2	2	"Os02t0828200-01,Os02t0828500-01"	2
3986	8	2	"Os08t0137100-01,Os08t0137250-01"	2
3989	4	2	"Os04t0647900-01,Os04t0648400-00"	1
4021	4	2	"Os04t0335200-01,Os04t0336801-00"	3
4026	7	2	"Os07t0611700-01,Os07t0612200-00"	1
4033	1	2	"Os01t0133650-00,Os01t0133799-00"	1
4040	3	2	"Os03t0589100-00,Os03t0589400-00"	1
4070	1	2	"Os01t0143300-01,Os01t0143700-00"	2
4085	7	2	"Os07t0420700-01,Os07t0421300-01"	2
4095	7	2	"Os07t0199000-01,Os07t0200500-00"	3
4101	5	2	"Os05t0130300-01,Os05t0130600-01"	2
4114	3	2	"Os03t0760000-01,Os03t0760300-01"	2
4115	2	2	"Os02t0156700-01,Os02t0157300-01"	4
4155	9	2	"Os09t0353400-00,Os09t0354300-00"	2
4156	10	2	"Os10t0122200-00,Os10t0122400-00"	1
4199	11	2	"Os11t0668300-00,Os11t0669100-01"	2
4203	11	2	"Os11t0644700-01,Os11t0645400-01"	4
4204	4	2	"Os04t0154599-00,Os04t0155750-00"	5
4207	4	2	"Os04t0609300-01,Os04t0609500-00"	1
