gene1	gene2	spacer_genes
OB05G16100.1	OB05G16120.1	1
OB05G16100.1	OB05G16130.1	2
OB05G16120.1	OB05G16130.1	0
OB05G16490.1	OB05G16500.1	0
OB05G16490.1	OB05G16520.1	2
OB05G16500.1	OB05G16520.1	1
OB05G17020.1	OB05G17040.1	1
OB05G17570.1	OB05G17590.1	1
OB05G17620.1	OB05G17660.1	3
OB05G17680.1	OB05G17690.1	0
OB05G17770.1	OB05G17780.1	0
OB05G17830.1	OB05G17920.1	8
OB05G17910.1	OB05G17920.1	0
OB05G18000.1	OB05G18020.1	1
OB05G18000.1	OB05G18030.1	2
OB05G18000.1	OB05G18040.1	3
OB05G18000.1	OB05G18050.1	4
OB05G18020.1	OB05G18030.1	0
OB05G18020.1	OB05G18040.1	1
OB05G18020.1	OB05G18050.1	2
OB05G18030.1	OB05G18040.1	0
OB05G18030.1	OB05G18050.1	1
OB05G18040.1	OB05G18050.1	0
OB05G18060.1	OB05G18080.1	1
OB05G18250.1	OB05G18270.1	1
OB05G18600.1	OB05G18620.1	1
OB05G19030.1	OB05G19080.1	4
OB05G19070.1	OB05G19080.1	0
OB05G19100.1	OB05G19110.1	0
OB05G21040.1	OB05G21130.1	8
OB05G21370.1	OB05G21390.1	1
OB05G21370.1	OB05G21400.1	2
OB05G21390.1	OB05G21400.1	0
OB05G21420.1	OB05G21440.1	1
OB05G21600.1	OB05G21710.1	10
OB05G21610.1	OB05G21630.1	0
OB05G21670.1	OB05G21680.1	0
OB05G21670.1	OB05G21690.1	1
OB05G21670.1	OB05G21720.1	4
OB05G21670.1	OB05G21770.1	8
OB05G21680.1	OB05G21690.1	0
OB05G21680.1	OB05G21720.1	3
OB05G21680.1	OB05G21770.1	7
OB05G21690.1	OB05G21720.1	2
OB05G21690.1	OB05G21770.1	6
OB05G21720.1	OB05G21770.1	3
OB05G22020.1	OB05G22050.1	2
OB05G22170.1	OB05G22190.1	1
OB05G22570.1	OB05G22580.1	0
OB05G22570.1	OB05G22600.1	2
OB05G22580.1	OB05G22600.1	1
OB05G22970.1	OB05G22990.1	1
OB05G23520.1	OB05G23530.1	0
OB05G23520.1	OB05G23600.1	7
OB05G23530.1	OB05G23600.1	6
OB05G23790.1	OB05G23800.1	0
OB05G23790.1	OB05G23810.1	1
OB05G23800.1	OB05G23810.1	0
OB05G23880.1	OB05G23890.1	0
OB05G23940.1	OB05G23950.1	0
OB05G23980.1	OB05G24000.1	1
OB05G24220.1	OB05G24250.1	2
OB05G24220.1	OB05G24260.1	3
OB05G24220.1	OB05G24270.1	4
OB05G24250.1	OB05G24260.1	0
OB05G24260.1	OB05G24270.1	0
OB05G25320.1	OB05G25350.1	2
OB05G25340.1	OB05G25450.1	10
OB05G25350.1	OB05G25440.1	8
OB05G25360.1	OB05G25410.1	4
OB05G25530.1	OB05G25540.1	0
OB05G25540.1	OB05G25560.1	1
OB05G25900.1	OB05G25920.1	1
OB05G26100.1	OB05G26110.1	0
OB05G26740.1	OB05G26760.1	1
OB05G27130.1	OB05G27140.1	0
OB05G27270.1	OB05G27280.1	0
OB05G27830.1	OB05G27850.1	1
OB05G28110.1	OB05G28120.1	0
OB05G28110.1	OB05G28130.1	1
OB05G28110.1	OB05G28140.1	2
OB05G28110.1	OB05G28160.1	4
OB05G28120.1	OB05G28130.1	0
OB05G28120.1	OB05G28140.1	1
OB05G28120.1	OB05G28160.1	3
OB05G28130.1	OB05G28140.1	0
OB05G28130.1	OB05G28160.1	2
OB05G28140.1	OB05G28160.1	1
OB05G28220.1	OB05G28240.1	1
OB05G28300.1	OB05G28310.1	0
OB05G28610.1	OB05G28630.1	1
OB05G29040.1	OB05G29050.1	0
OB05G29260.1	OB05G29270.1	0
OB05G29300.1	OB05G29320.1	1
OB05G29320.1	OB05G29330.1	0
OB05G29690.1	OB05G29700.1	0
OB05G30370.1	OB05G30380.1	0
OB05G30910.1	OB05G30920.1	0
OB05G30910.1	OB05G30930.1	1
OB05G30920.1	OB05G30930.1	0
OB05G31010.1	OB05G31020.1	0
OB05G31010.1	OB05G31040.1	2
OB05G31010.1	OB05G31050.1	3
OB05G31010.1	OB05G31060.1	4
OB05G31020.1	OB05G31040.1	1
OB05G31020.1	OB05G31050.1	2
OB05G31020.1	OB05G31060.1	3
OB05G31040.1	OB05G31050.1	0
OB05G31040.1	OB05G31060.1	1
OB05G31050.1	OB05G31060.1	0
OB05G31650.1	OB05G31660.1	0
OB05G31970.1	OB05G31980.1	0
OB05G32310.1	OB05G32340.1	2
OB05G33670.1	OB05G33680.1	0
OB05G33820.1	OB05G33850.1	2
OB05G33820.1	OB05G33890.1	6
OB05G33840.1	OB05G33920.1	7
OB05G33840.1	OB05G33930.1	8
OB05G33850.1	OB05G33890.1	3
OB05G33850.1	OB05G33960.1	10
OB05G33870.1	OB05G33960.1	8
OB05G33880.1	OB05G33920.1	3
OB05G33880.1	OB05G33930.1	4
OB05G33890.1	OB05G33960.1	6
OB05G33920.1	OB05G33930.1	0
OB05G33960.1	OB05G33990.1	2
OB05G34170.1	OB05G34180.1	0
OB05G34570.1	OB05G34580.1	0
OB05G34750.1	OB05G34760.1	0
OB05G35260.1	OB05G35270.1	0
OB06G10530.1	OB06G10630.1	8
OB06G10530.1	OB06G10640.1	9
OB06G10630.1	OB06G10640.1	0
OB06G10930.1	OB06G10950.1	1
OB06G10930.1	OB06G10960.1	2
OB06G10950.1	OB06G10960.1	0
OB06G11070.1	OB06G11110.1	2
OB06G11290.1	OB06G11320.1	2
OB06G11290.1	OB06G11350.1	5
OB06G11290.1	OB06G11380.1	8
OB06G11320.1	OB06G11350.1	2
OB06G11320.1	OB06G11380.1	5
OB06G11350.1	OB06G11380.1	2
OB06G11440.1	OB06G11460.1	0
OB06G11440.1	OB06G11480.1	3
OB06G11460.1	OB06G11480.1	2
OB06G11480.1	OB06G11600.1	9
OB06G12480.1	OB06G12490.1	0
OB06G12480.1	OB06G12510.1	2
OB06G12490.1	OB06G12500.1	0
OB06G12490.1	OB06G12510.1	1
OB06G12500.1	OB06G12510.1	0
OB06G12700.1	OB06G12720.1	1
OB06G12800.1	OB06G12830.1	2
OB06G12800.1	OB06G12870.1	6
OB06G12800.1	OB06G12880.1	7
OB06G12800.1	OB06G12900.1	9
OB06G12800.1	OB06G12910.1	10
OB06G12820.1	OB06G12830.1	0
OB06G12820.1	OB06G12880.1	5
OB06G12820.1	OB06G12910.1	8
OB06G12830.1	OB06G12870.1	3
OB06G12830.1	OB06G12880.1	4
OB06G12830.1	OB06G12900.1	6
OB06G12830.1	OB06G12910.1	7
OB06G12870.1	OB06G12880.1	0
OB06G12870.1	OB06G12900.1	2
OB06G12870.1	OB06G12910.1	3
OB06G12880.1	OB06G12900.1	1
OB06G12880.1	OB06G12910.1	2
OB06G12900.1	OB06G12910.1	0
OB06G12960.1	OB06G12970.1	0
OB06G13390.1	OB06G13400.1	0
OB06G13390.1	OB06G13450.1	5
OB06G13400.1	OB06G13450.1	4
OB06G13470.1	OB06G13480.1	0
OB06G13610.1	OB06G13620.1	0
OB06G13700.1	OB06G13710.1	0
OB06G13780.1	OB06G13790.1	0
OB06G14000.1	OB06G14010.1	0
OB06G14000.1	OB06G14020.1	1
OB06G14010.1	OB06G14020.1	0
OB06G14480.1	OB06G14490.1	0
OB06G14480.1	OB06G14500.1	1
OB06G14490.1	OB06G14500.1	0
OB06G14640.1	OB06G14650.1	0
OB06G15080.1	OB06G15110.1	2
OB06G15170.1	OB06G15180.1	0
OB06G15170.1	OB06G15190.1	1
OB06G15180.1	OB06G15190.1	0
OB06G15350.1	OB06G15390.1	3
OB06G15360.1	OB06G15370.1	0
OB06G15360.1	OB06G15380.1	1
OB06G15370.1	OB06G15380.1	0
OB06G15970.1	OB06G15990.1	1
OB06G16020.1	OB06G16040.1	1
OB06G16480.1	OB06G16490.1	0
OB06G16530.1	OB06G16540.1	0
OB06G16530.1	OB06G16570.1	3
OB06G16530.1	OB06G16580.1	4
OB06G16530.1	OB06G16590.1	5
OB06G16530.1	OB06G16600.1	6
OB06G16530.1	OB06G16620.1	8
OB06G16540.1	OB06G16570.1	2
OB06G16540.1	OB06G16600.1	5
OB06G16540.1	OB06G16620.1	7
OB06G16560.1	OB06G16600.1	3
OB06G16570.1	OB06G16580.1	0
OB06G16570.1	OB06G16590.1	1
OB06G16570.1	OB06G16600.1	2
OB06G16570.1	OB06G16620.1	4
OB06G16580.1	OB06G16590.1	0
OB06G16580.1	OB06G16620.1	3
OB06G16600.1	OB06G16620.1	1
OB06G16770.1	OB06G16780.1	0
OB06G16790.1	OB06G16860.1	5
OB06G16820.1	OB06G16850.1	2
OB06G16880.1	OB06G16890.1	0
OB06G17240.1	OB06G17250.1	0
OB06G17240.1	OB06G17280.1	3
OB06G17510.1	OB06G17520.1	0
OB06G17510.1	OB06G17540.1	2
OB06G17520.1	OB06G17540.1	1
OB06G17540.1	OB06G17650.1	9
OB06G18050.1	OB06G18070.1	1
OB06G18050.1	OB06G18080.1	2
OB06G18050.1	OB06G18100.1	4
OB06G18050.1	OB06G18110.1	5
OB06G18070.1	OB06G18080.1	0
OB06G18070.1	OB06G18100.1	2
OB06G18070.1	OB06G18110.1	3
OB06G18080.1	OB06G18100.1	1
OB06G18080.1	OB06G18110.1	2
OB06G18100.1	OB06G18110.1	0
OB06G18400.1	OB06G18440.1	3
OB06G18400.1	OB06G18450.1	4
OB06G18400.1	OB06G18470.1	6
OB06G18440.1	OB06G18450.1	0
OB06G18440.1	OB06G18470.1	2
OB06G18450.1	OB06G18470.1	1
OB06G18650.1	OB06G18670.1	1
OB06G18650.1	OB06G18680.1	2
OB06G18650.1	OB06G18690.1	3
OB06G18670.1	OB06G18680.1	0
OB06G18670.1	OB06G18690.1	1
OB06G18680.1	OB06G18690.1	0
OB06G18880.1	OB06G18900.1	0
OB06G18880.1	OB06G18910.1	1
OB06G18900.1	OB06G18910.1	0
OB06G19190.1	OB06G19200.1	0
OB06G19200.1	OB06G19260.1	4
OB06G19600.1	OB06G19610.1	0
OB06G20080.1	OB06G20090.1	0
OB06G20180.1	OB06G20190.1	0
OB06G20180.1	OB06G20200.1	1
OB06G20180.1	OB06G20240.1	5
OB06G20190.1	OB06G20200.1	0
OB06G20190.1	OB06G20240.1	4
OB06G20200.1	OB06G20240.1	3
OB06G20290.1	OB06G20310.1	1
OB06G20300.1	OB06G20310.1	0
OB06G20320.1	OB06G20330.1	0
OB06G20320.1	OB06G20350.1	2
OB06G20320.1	OB06G20360.1	3
OB06G20320.1	OB06G20390.1	6
OB06G20320.1	OB06G20420.1	9
OB06G20320.1	OB06G20430.1	10
OB06G20330.1	OB06G20350.1	1
OB06G20330.1	OB06G20390.1	5
OB06G20330.1	OB06G20420.1	8
OB06G20330.1	OB06G20430.1	9
OB06G20330.1	OB06G20440.1	10
OB06G20340.1	OB06G20360.1	1
OB06G20340.1	OB06G20420.1	7
OB06G20340.1	OB06G20430.1	8
OB06G20350.1	OB06G20390.1	3
OB06G20350.1	OB06G20420.1	6
OB06G20350.1	OB06G20430.1	7
OB06G20350.1	OB06G20440.1	8
OB06G20360.1	OB06G20420.1	5
OB06G20390.1	OB06G20420.1	2
OB06G20390.1	OB06G20430.1	3
OB06G20390.1	OB06G20440.1	4
OB06G20420.1	OB06G20430.1	0
OB06G20420.1	OB06G20440.1	1
OB06G20430.1	OB06G20440.1	0
OB06G20560.1	OB06G20570.1	0
OB06G20760.1	OB06G20830.1	6
OB06G20800.1	OB06G20810.1	0
OB06G20800.1	OB06G20820.1	1
OB06G20800.1	OB06G20830.1	2
OB06G20810.1	OB06G20820.1	0
OB06G20810.1	OB06G20830.1	1
OB06G20820.1	OB06G20830.1	0
OB06G21430.1	OB06G21440.1	0
OB06G21670.1	OB06G21750.1	5
OB06G22440.1	OB06G22470.1	2
OB06G22510.1	OB06G22530.1	1
OB06G22510.1	OB06G22550.1	3
OB06G22530.1	OB06G22550.1	1
OB06G22620.1	OB06G22630.1	0
OB06G22800.1	OB06G22840.1	3
OB06G23070.1	OB06G23100.1	1
OB06G23200.1	OB06G23230.1	2
OB06G23610.1	OB06G23690.1	7
OB06G23880.1	OB06G23890.1	0
OB06G24340.1	OB06G24350.1	0
OB06G24470.1	OB06G24490.1	1
OB06G24470.1	OB06G24510.1	3
OB06G24470.1	OB06G24540.1	6
OB06G24470.1	OB06G24550.1	7
OB06G24490.1	OB06G24540.1	4
OB06G24490.1	OB06G24550.1	5
OB06G24500.1	OB06G24540.1	3
OB06G24510.1	OB06G24540.1	2
OB06G24510.1	OB06G24550.1	3
OB06G24540.1	OB06G24550.1	0
OB06G24960.1	OB06G24970.1	0
OB06G25150.1	OB06G25190.1	3
OB06G25450.1	OB06G25460.1	0
OB06G25450.1	OB06G25470.1	1
OB06G25460.1	OB06G25470.1	0
OB06G25520.1	OB06G25530.1	0
OB06G25520.1	OB06G25550.1	2
OB06G25520.1	OB06G25610.1	8
OB06G25520.1	OB06G25620.1	9
OB06G25520.1	OB06G25630.1	10
OB06G25530.1	OB06G25550.1	1
OB06G25530.1	OB06G25610.1	7
OB06G25530.1	OB06G25620.1	8
OB06G25530.1	OB06G25630.1	9
OB06G25550.1	OB06G25610.1	5
OB06G25550.1	OB06G25630.1	7
OB06G25550.1	OB06G25650.1	9
OB06G25590.1	OB06G25610.1	1
OB06G25610.1	OB06G25620.1	0
OB06G25610.1	OB06G25630.1	1
OB06G25610.1	OB06G25650.1	3
OB06G25620.1	OB06G25630.1	0
OB06G25630.1	OB06G25650.1	1
OB06G25720.1	OB06G25730.1	0
OB06G25980.1	OB06G25990.1	0
OB06G26000.1	OB06G26010.1	0
OB06G26270.1	OB06G26280.1	0
OB06G26300.1	OB06G26310.1	0
OB06G26530.1	OB06G26540.1	0
OB06G26530.1	OB06G26550.1	1
OB06G26530.1	OB06G26560.1	3
OB06G26530.1	OB06G26570.1	2
OB06G26540.1	OB06G26550.1	0
OB06G26540.1	OB06G26560.1	2
OB06G26540.1	OB06G26570.1	1
OB06G26550.1	OB06G26560.1	1
OB06G26550.1	OB06G26570.1	0
OB06G26560.1	OB06G26570.1	0
OB06G26780.1	OB06G26790.1	0
OB06G26940.1	OB06G26970.1	2
OB06G26940.1	OB06G26980.1	3
OB06G26940.1	OB06G27050.1	10
OB06G26950.1	OB06G26960.1	0
OB06G26970.1	OB06G26980.1	0
OB06G26970.1	OB06G27050.1	7
OB06G26980.1	OB06G27050.1	6
OB06G27180.1	OB06G27200.1	1
OB06G27180.1	OB06G27230.1	4
OB06G27180.1	OB06G27270.1	8
OB06G27200.1	OB06G27230.1	2
OB06G27200.1	OB06G27270.1	6
OB06G27200.1	OB06G27310.1	10
OB06G27230.1	OB06G27270.1	3
OB06G27230.1	OB06G27310.1	7
OB06G27230.1	OB06G27320.1	8
OB06G27270.1	OB06G27310.1	3
OB06G27270.1	OB06G27320.1	4
OB06G27310.1	OB06G27320.1	0
OB06G27310.1	OB06G27390.1	7
OB06G27320.1	OB06G27390.1	6
OB06G27440.1	OB06G27550.1	8
OB06G27550.1	OB06G27580.1	2
OB06G28050.1	OB06G28070.1	1
OB06G28050.1	OB06G28080.1	2
OB06G28050.1	OB06G28090.1	3
OB06G28070.1	OB06G28080.1	0
OB06G28070.1	OB06G28090.1	1
OB06G28080.1	OB06G28090.1	0
OB06G28150.1	OB06G28210.1	5
OB06G28400.1	OB06G28420.1	1
OB06G28680.1	OB06G28690.1	0
OB06G28770.1	OB06G28790.1	1
OB06G28800.1	OB06G28820.1	1
OB06G28850.1	OB06G28930.1	7
OB06G29090.1	OB06G29200.1	10
OB06G29100.1	OB06G29120.1	1
OB06G29100.1	OB06G29140.1	3
OB06G29120.1	OB06G29140.1	1
OB06G29200.1	OB06G29210.1	0
OB06G29310.1	OB06G29330.1	1
OB06G29320.1	OB06G29330.1	0
OB06G29320.1	OB06G29340.1	1
OB06G29330.1	OB06G29340.1	0
OB06G30040.1	OB06G30050.1	0
OB06G30040.1	OB06G30060.1	1
OB06G30040.1	OB06G30070.1	2
OB06G30040.1	OB06G30090.1	4
OB06G30050.1	OB06G30060.1	0
OB06G30050.1	OB06G30070.1	1
OB06G30050.1	OB06G30090.1	3
OB06G30060.1	OB06G30070.1	0
OB06G30060.1	OB06G30090.1	2
OB06G30070.1	OB06G30090.1	1
OB06G30100.1	OB06G30110.1	0
OB06G30270.1	OB06G30280.1	0
OB06G30690.1	OB06G30700.1	0
OB06G30690.1	OB06G30720.1	2
OB06G30700.1	OB06G30710.1	0
OB06G30700.1	OB06G30720.1	1
OB06G30710.1	OB06G30720.1	0
OB06G31190.1	OB06G31200.1	0
OB06G31190.1	OB06G31220.1	2
OB06G31200.1	OB06G31220.1	1
OB06G31260.1	OB06G31270.1	0
OB06G31420.1	OB06G31440.1	1
OB06G31420.1	OB06G31450.1	2
OB06G31420.1	OB06G31460.1	3
OB06G31420.1	OB06G31470.1	4
OB06G31420.1	OB06G31480.1	5
OB06G31440.1	OB06G31450.1	0
OB06G31440.1	OB06G31460.1	1
OB06G31440.1	OB06G31470.1	2
OB06G31440.1	OB06G31480.1	3
OB06G31450.1	OB06G31460.1	0
OB06G31450.1	OB06G31470.1	1
OB06G31450.1	OB06G31480.1	2
OB06G31460.1	OB06G31470.1	0
OB06G31460.1	OB06G31480.1	1
OB06G31470.1	OB06G31480.1	0
OB06G32060.1	OB06G32080.1	1
OB06G32680.1	OB06G32750.1	5
OB06G32720.1	OB06G32730.1	0
OB06G32990.1	OB06G33000.1	0
OB06G33100.1	OB06G33110.1	0
OB06G33130.1	OB06G33140.1	0
OB06G33130.1	OB06G33160.1	2
OB06G33130.1	OB06G33180.1	4
OB06G33140.1	OB06G33160.1	1
OB06G33140.1	OB06G33180.1	3
OB06G33160.1	OB06G33180.1	1
OB06G33220.1	OB06G33230.1	0
OB06G33500.1	OB06G33510.1	0
OB06G33500.1	OB06G33520.1	1
OB06G33510.1	OB06G33520.1	0
OB06G33570.1	OB06G33580.1	0
OB06G33570.1	OB06G33620.1	3
OB06G33580.1	OB06G33620.1	2
OB06G33640.1	OB06G33660.1	1
OB06G33770.1	OB06G33790.1	1
OB06G34110.1	OB06G34120.1	0
OB06G34140.1	OB06G34150.1	0
OB06G34140.1	OB06G34230.1	8
OB06G34150.1	OB06G34230.1	7
OB06G34490.1	OB06G34510.1	1
OB06G34490.1	OB06G34560.1	7
OB06G34510.1	OB06G34560.1	5
OB06G34530.1	OB06G34550.1	1
OB06G34530.1	OB06G34580.1	2
OB06G34550.1	OB06G34580.1	0
OB06G34600.1	OB06G34620.1	1
OB06G34720.1	OB06G34730.1	0
OB06G35350.1	OB06G35360.1	0
OB06G35630.1	OB06G35640.1	0
OB06G35680.1	OB06G35690.1	0
OB06G35830.1	OB06G35840.1	0
OB06G35830.1	OB06G35850.1	1
OB06G35840.1	OB06G35850.1	0
OB07G10340.1	OB07G10360.1	1
OB07G10340.1	OB07G10370.1	2
OB07G10340.1	OB07G10380.1	3
OB07G10360.1	OB07G10370.1	0
OB07G10360.1	OB07G10380.1	1
OB07G10370.1	OB07G10380.1	0
OB07G10510.1	OB07G10520.1	0
OB07G10510.1	OB07G10530.1	1
OB07G10510.1	OB07G10540.1	2
OB07G10520.1	OB07G10530.1	0
OB07G10520.1	OB07G10540.1	1
OB07G10530.1	OB07G10540.1	0
OB07G10720.1	OB07G10730.1	0
OB07G10720.1	OB07G10740.1	1
OB07G10720.1	OB07G10800.1	7
OB07G10730.1	OB07G10740.1	0
OB07G10730.1	OB07G10800.1	6
OB07G10740.1	OB07G10800.1	5
OB07G10940.1	OB07G10960.1	1
OB07G10940.1	OB07G10970.1	2
OB07G10960.1	OB07G10970.1	0
OB07G10980.1	OB07G11060.1	5
OB07G10980.1	OB07G11070.1	6
OB07G10980.1	OB07G11080.1	8
OB07G10980.1	OB07G11090.1	7
OB07G11060.1	OB07G11070.1	0
OB07G11060.1	OB07G11080.1	2
OB07G11060.1	OB07G11090.1	1
OB07G11070.1	OB07G11080.1	1
OB07G11070.1	OB07G11090.1	0
OB07G11080.1	OB07G11090.1	0
OB07G11120.1	OB07G11130.1	0
OB07G11120.1	OB07G11150.1	2
OB07G11120.1	OB07G11180.1	5
OB07G11130.1	OB07G11150.1	1
OB07G11420.1	OB07G11440.1	1
OB07G11420.1	OB07G11490.1	6
OB07G11420.1	OB07G11510.1	8
OB07G11420.1	OB07G11530.1	10
OB07G11440.1	OB07G11470.1	2
OB07G11440.1	OB07G11480.1	3
OB07G11440.1	OB07G11490.1	4
OB07G11440.1	OB07G11510.1	6
OB07G11440.1	OB07G11530.1	8
OB07G11440.1	OB07G11540.1	9
OB07G11450.1	OB07G11460.1	0
OB07G11450.1	OB07G11510.1	5
OB07G11450.1	OB07G11550.1	9
OB07G11460.1	OB07G11510.1	4
OB07G11460.1	OB07G11550.1	8
OB07G11470.1	OB07G11480.1	0
OB07G11470.1	OB07G11490.1	1
OB07G11470.1	OB07G11500.1	2
OB07G11470.1	OB07G11530.1	5
OB07G11470.1	OB07G11540.1	6
OB07G11470.1	OB07G11560.1	8
OB07G11470.1	OB07G11570.1	9
OB07G11480.1	OB07G11490.1	0
OB07G11480.1	OB07G11530.1	4
OB07G11480.1	OB07G11540.1	5
OB07G11480.1	OB07G11560.1	7
OB07G11480.1	OB07G11570.1	8
OB07G11480.1	OB07G11580.1	9
OB07G11490.1	OB07G11510.1	1
OB07G11490.1	OB07G11530.1	3
OB07G11490.1	OB07G11540.1	4
OB07G11490.1	OB07G11560.1	6
OB07G11490.1	OB07G11570.1	7
OB07G11490.1	OB07G11580.1	8
OB07G11510.1	OB07G11530.1	1
OB07G11510.1	OB07G11550.1	3
OB07G11510.1	OB07G11560.1	4
OB07G11530.1	OB07G11540.1	0
OB07G11530.1	OB07G11560.1	2
OB07G11530.1	OB07G11570.1	3
OB07G11530.1	OB07G11580.1	4
OB07G11540.1	OB07G11560.1	1
OB07G11540.1	OB07G11570.1	2
OB07G11540.1	OB07G11580.1	3
OB07G11560.1	OB07G11570.1	0
OB07G11560.1	OB07G11580.1	1
OB07G11570.1	OB07G11580.1	0
OB07G11600.1	OB07G11610.1	0
OB07G11600.1	OB07G11650.1	4
OB07G11600.1	OB07G11680.1	7
OB07G11600.1	OB07G11690.1	8
OB07G11610.1	OB07G11650.1	3
OB07G11610.1	OB07G11680.1	6
OB07G11610.1	OB07G11690.1	7
OB07G11610.1	OB07G11720.1	10
OB07G11650.1	OB07G11680.1	2
OB07G11650.1	OB07G11690.1	3
OB07G11650.1	OB07G11720.1	6
OB07G11680.1	OB07G11690.1	0
OB07G11680.1	OB07G11720.1	3
OB07G11680.1	OB07G11770.1	8
OB07G11690.1	OB07G11720.1	2
OB07G11690.1	OB07G11770.1	7
OB07G11720.1	OB07G11770.1	4
OB07G12140.1	OB07G12150.1	0
OB07G12940.1	OB07G12960.1	0
OB07G12940.1	OB07G12970.1	2
OB07G12960.1	OB07G12970.1	1
OB07G13610.1	OB07G13640.1	2
OB07G13610.1	OB07G13650.1	3
OB07G13610.1	OB07G13710.1	8
OB07G13640.1	OB07G13650.1	0
OB07G13640.1	OB07G13710.1	5
OB07G13650.1	OB07G13710.1	4
OB07G13780.1	OB07G13790.1	0
OB07G14450.1	OB07G14490.1	3
OB07G14450.1	OB07G14530.1	7
OB07G14490.1	OB07G14530.1	3
OB07G14630.1	OB07G14650.1	1
OB07G14680.1	OB07G14710.1	2
OB07G14700.1	OB07G14720.1	1
OB07G14700.1	OB07G14740.1	3
OB07G14720.1	OB07G14740.1	1
OB07G14880.1	OB07G14930.1	4
OB07G14890.1	OB07G14900.1	0
OB07G14990.1	OB07G15000.1	0
OB07G15170.1	OB07G15180.1	0
OB07G15170.1	OB07G15200.1	2
OB07G15180.1	OB07G15200.1	1
OB07G15570.1	OB07G15590.1	1
OB07G15760.1	OB07G15780.1	1
OB07G15760.1	OB07G15800.1	3
OB07G15760.1	OB07G15810.1	4
OB07G15760.1	OB07G15820.1	5
OB07G15780.1	OB07G15800.1	1
OB07G15780.1	OB07G15820.1	3
OB07G15800.1	OB07G15820.1	1
OB07G15810.1	OB07G15820.1	0
OB07G16060.1	OB07G16070.1	0
OB07G16060.1	OB07G16080.1	1
OB07G16070.1	OB07G16080.1	0
OB07G16170.1	OB07G16190.1	1
OB07G16170.1	OB07G16210.1	3
OB07G16170.1	OB07G16220.1	4
OB07G16170.1	OB07G16240.1	6
OB07G16170.1	OB07G16270.1	9
OB07G16190.1	OB07G16210.1	1
OB07G16190.1	OB07G16220.1	2
OB07G16190.1	OB07G16240.1	4
OB07G16190.1	OB07G16270.1	7
OB07G16210.1	OB07G16220.1	0
OB07G16210.1	OB07G16240.1	2
OB07G16210.1	OB07G16270.1	5
OB07G16220.1	OB07G16240.1	1
OB07G16220.1	OB07G16270.1	4
OB07G16240.1	OB07G16270.1	2
OB07G16350.1	OB07G16360.1	0
OB07G16550.1	OB07G16570.1	1
OB07G16590.1	OB07G16620.1	2
OB07G16590.1	OB07G16630.1	3
OB07G16620.1	OB07G16630.1	0
OB07G16770.1	OB07G16780.1	0
OB07G16830.1	OB07G16880.1	4
OB07G17010.1	OB07G17070.1	4
OB07G17130.1	OB07G17140.1	0
OB07G17190.1	OB07G17200.1	0
OB07G17240.1	OB07G17250.1	0
OB07G17400.1	OB07G17410.1	0
OB07G17470.1	OB07G17520.1	4
OB07G17470.1	OB07G17540.1	6
OB07G17520.1	OB07G17540.1	1
OB07G17560.1	OB07G17640.1	7
OB07G18080.1	OB07G18090.1	0
OB07G18280.1	OB07G18290.1	0
OB07G19030.1	OB07G19040.1	0
OB07G19030.1	OB07G19060.1	2
OB07G19040.1	OB07G19060.1	1
OB07G20410.1	OB07G20420.1	0
OB07G20600.1	OB07G20610.1	0
OB07G20690.1	OB07G20730.1	2
OB07G20950.1	OB07G21020.1	4
OB07G21180.1	OB07G21200.1	1
OB07G21180.1	OB07G21290.1	10
OB07G21200.1	OB07G21290.1	8
OB07G21220.1	OB07G21230.1	0
OB07G21240.1	OB07G21250.1	0
OB07G21240.1	OB07G21280.1	3
OB07G21250.1	OB07G21280.1	2
OB07G21340.1	OB07G21350.1	0
OB07G21340.1	OB07G21360.1	1
OB07G21350.1	OB07G21360.1	0
OB07G21390.1	OB07G21410.1	1
OB07G21910.1	OB07G21930.1	1
OB07G22120.1	OB07G22130.1	0
OB07G22180.1	OB07G22210.1	2
OB07G22280.1	OB07G22340.1	5
OB07G22290.1	OB07G22350.1	5
OB07G22360.1	OB07G22370.1	0
OB07G22470.1	OB07G22490.1	1
OB07G22500.1	OB07G22510.1	0
OB07G22500.1	OB07G22580.1	7
OB07G22510.1	OB07G22580.1	6
OB07G22850.1	OB07G22860.1	0
OB07G22850.1	OB07G22870.1	1
OB07G22850.1	OB07G22880.1	2
OB07G22850.1	OB07G22900.1	4
OB07G22860.1	OB07G22870.1	0
OB07G22860.1	OB07G22880.1	1
OB07G22860.1	OB07G22900.1	3
OB07G22870.1	OB07G22880.1	0
OB07G22870.1	OB07G22900.1	2
OB07G22880.1	OB07G22900.1	1
OB07G22930.1	OB07G22940.1	0
OB07G22930.1	OB07G22950.1	1
OB07G22930.1	OB07G23030.1	9
OB07G22940.1	OB07G22950.1	0
OB07G22940.1	OB07G23030.1	8
OB07G22940.1	OB07G23050.1	10
OB07G22950.1	OB07G23030.1	7
OB07G22950.1	OB07G23050.1	9
OB07G22980.1	OB07G23070.1	8
OB07G22990.1	OB07G23010.1	1
OB07G22990.1	OB07G23020.1	2
OB07G23010.1	OB07G23020.1	0
OB07G23030.1	OB07G23050.1	1
OB07G23030.1	OB07G23080.1	4
OB07G23030.1	OB07G23090.1	5
OB07G23030.1	OB07G23100.1	6
OB07G23030.1	OB07G23120.1	8
OB07G23050.1	OB07G23080.1	2
